"global_line_item_id","order_id","order_created_at","website","customer_id","NA","NA","total_price","currency","total_price_after_currency","new"
"11321822791","6032785223","2017-09","A","299480",NA,NA,38,34.6,1314.8,"new"
"11321894151","6032822855","2017-09","A","299486",NA,NA,17,34.6,588.2,"new"
"11321900295","6032826055","2017-09","A","299487",NA,NA,52,34.6,1799.2,"new"
"11322025479","6032891079","2017-09","A","299495",NA,NA,31,34.6,1072.6,"new"
"11322031239","6032894023","2017-09","A","299497",NA,NA,95,34.6,3287,"new"
"11322053063","6032905607","2017-09","A","299498",NA,NA,22,34.6,761.2,"new"
"11322129671","6032943559","2017-09","A","299506",NA,NA,75,34.6,2595,"new"
"11322188423","6032975623","2017-09","A","278019",NA,NA,97,34.6,3356.2,"new"
"11322270151","6033018055","2017-09","A","187690",NA,NA,12,34.6,415.2,"new"
"11322307783","6033036231","2017-09","A","299509",NA,NA,98,34.6,3390.8,"new"
"11322410759","6033087303","2017-09","A","299512",NA,NA,54,34.6,1868.4,"new"
"11322604103","6033191559","2017-09","A","299515",NA,NA,44,34.6,1522.4,"new"
"11322762631","6033273479","2017-09","A","299517",NA,NA,94,34.6,3252.4,"new"
"11322803847","6033295111","2017-09","A","299518",NA,NA,12,34.6,415.2,"new"
"11322819015","6033303495","2017-09","A","299519",NA,NA,49,34.6,1695.4,"new"
"11322822599","6033305479","2017-09","A","299520",NA,NA,37,34.6,1280.2,"new"
"11322866759","6033328519","2017-09","A","299522",NA,NA,82,34.6,2837.2,"new"
"11322867143","6033328775","2017-09","A","299523",NA,NA,47,34.6,1626.2,"new"
"11322977927","6033387783","2017-09","A","295281",NA,NA,57,34.6,1972.2,"new"
"11323100103","6033455111","2017-09","A","299532",NA,NA,66,34.6,2283.6,"new"
"11323117383","6033465287","2017-09","A","299533",NA,NA,87,34.6,3010.2,"new"
"11323147975","6033483591","2017-09","A","293543",NA,NA,13,34.6,449.8,"new"
"11323393927","6033616839","2017-09","A","229941",NA,NA,84,34.6,2906.4,"new"
"11323473863","6033661383","2017-09","A","299545",NA,NA,24,34.6,830.4,"new"
"11323595783","6033727495","2017-09","A","213504",NA,NA,42,34.6,1453.2,"new"
"11323678279","6033772743","2017-09","A","208600",NA,NA,55,34.6,1903,"new"
"11323752647","6033813063","2017-09","A","299555",NA,NA,41,34.6,1418.6,"new"
"11323810183","6033845703","2017-09","A","299556",NA,NA,62,34.6,2145.2,"new"
"11323831623","6033859079","2017-09","A","299558",NA,NA,74,34.6,2560.4,"new"
"11323845063","6033866695","2017-09","A","299560",NA,NA,67,34.6,2318.2,"new"
"11323877255","6033883527","2017-09","A","299562",NA,NA,97,34.6,3356.2,"new"
"11323912007","6033904327","2017-09","A","299564",NA,NA,73,34.6,2525.8,"new"
"11323937543","6033920775","2017-09","A","299566",NA,NA,66,34.6,2283.6,"new"
"11323941447","6033923015","2017-09","A","299567",NA,NA,88,34.6,3044.8,"new"
"11323951623","6033928519","2017-09","A","169908",NA,NA,92,34.6,3183.2,"new"
"11323979079","6033944583","2017-09","A","299569",NA,NA,93,34.6,3217.8,"new"
"11323985159","6033948103","2017-09","A","225004",NA,NA,22,34.6,761.2,"new"
